Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2019,3,Chubut,74,840,62.680,13.033,7.171,1.240,614,4.500,90.152
2019,3,Córdoba,83,5.824,240.151,106.651,118.486,146.247,157.546,7.353,782.341
2019,3,Corrientes,10,597,42.231,29.628,10.348,10.388,12.674,4.780,110.656
2019,3,Entre Ríos,19,4.446,99.656,56.161,17.064,21.216,22.645,15.107,236.314
2019,3,Formosa,1.110,349,24.943,6.049,7.117,2.262,4.443,100,46.373
2019,3,Jujuy,27,885,31.722,9.240,26.835,56,3.671,16.545,88.981
2019,3,La Pampa,237,3.289,75.849,5.922,1.611,1.359,941,1.618,90.826
2019,3,La Rioja,9,10,38.657,4.786,4.887,22,1.307,0,49.678
2019,3,Mendoza,21,1.269,206.821,2.958,10.093,1.263,349,0,222.774
2019,3,Misiones,47,1.928,43.530,29.375,11.256,16.107,16.650,12.206,131.099
2019,3,Neuquén,45,2.258,62.909,4.586,9.597,16.923,28.458,122,124.898
2019,3,Río Negro,47,1.234,87.435,2.348,9.779,10.176,15.505,17.719,144.243
2019,3,Salta,49,900,43.160,62.230,14.309,11.418,12.357,7.515,151.938
2019,3,San Juan,22,171,68.315,2.245,1.267,41,128,4.779,76.968
2019,3,San Luis,57,100,18.643,5.113,467,62.242,5,36.075,122.702
2019,3,Santa Cruz,28,84,31.612,4.472,1.203,27,4,0,37.430
2019,3,Santa Fe,640,8.184,242.454,193.286,107.068,84.325,97.082,19.537,752.576
2019,3,Santiago Del Estero,39,1.832,35.554,55.172,3.612,86,1.836,34.501,132.632
2019,3,Tierra Del Fuego,6,14,32.133,4.692,1.756,82,226,9.648,48.557
2019,3,Tucumán,16,110,71.043,47.693,24.354,843,20.385,0,164.444
2019,2,Buenos Aires,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,43.438,3.870.807
2019,2,Capital Federal,74,1.027,281.370,124.087,239.691,296.155,475.991,,1.418.395
2019,2,Catamarca,34,43,16.631,8.670,6.049,34,10,2.151,33.622
2019,2,Chaco,69,1.383,38.488,26.431,16.789,15.348,9.904,1.492,109.904
2019,2,Chubut,66,3.952,69.032,10.049,1.495,74,165,4.500,89.333
2019,2,Córdoba,81,8.165,248.427,100.512,157.458,170.159,76.053,8.938,769.793
2019,2,Corrientes,10,3.012,40.424,27.774,13.114,11.928,7.119,6.080,109.461
2019,2,Entre Ríos,18,5.905,100.687,52.316,23.196,24.221,10.664,17.206,234.213
2019,2,Formosa,1.110,349,26.512,5.399,8.384,2.639,2.258,100,46.751
2019,2,Jujuy,27,940,26.233,8.441,26.700,27,2.600,21.765,86.733
2019,2,La Pampa,236,3.289,75.406,5.191,1.366,1.445,629,2.661,90.223
2019,2,La Rioja,9,11,39.819,4.297,4.857,13,1.298,,50.304
2019,2,Mendoza,20,2.522,205.165,2.971,10.092,1.256,234,,222.260
2019,2,Misiones,47,2.226,45.769,27.385,15.408,18.882,8.129,12.206,130.052
2019,2,Neuquén,302,3.038,61.776,4.688,17.318,21.210,14.132,422,122.886
2019,2,Río Negro,384,1.354,86.366,2.201,10.291,12.407,6.907,18.519,138.429
2019,2,Salta,49,974,59.638,36.923,16.961,14.059,6.461,7.585,142.650
2019,2,San Juan,22,213,60.913,2.177,785,7,4,6.119,70.240
2019,2,San Luis,57,102,16.575,4.964,467,57.236,5,37.977,117.383
2019,2,Santa Cruz,25,84,24.861,3.806,1.202,28,4,,30.010
2019,2,Santa Fe,321,8.427,300.124,125.176,129.741,100.131,49.865,22.323,736.108
2019,2,Santiago Del Estero,39,1.832,63.268,21.362,3.741,108,1.205,34.501,126.056
2019,2,Tierra Del Fuego,6,123,41.824,4.241,1.573,96,32,,47.895
2019,2,Tucumán,16,157,78.891,44.296,24.291,628,18.394,,166.673
2019,1,Buenos Aires,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,6.369,3.732.709
2019,1,Capital Federal,74,7.417,283.787,131.007,330.122,365.713,283.463,0,1.401.583
2019,1,Catamarca,34,1.708,18.761,6.443,5.606,29,7,2.151,34.739
2019,1,Chaco,69,3.801,38.719,25.632,18.965,12.393,6.368,1.035,106.982
2019,1,Chubut,66,3.938,71.077,6.571,787,74,165,0,82.678
2019,1,Córdoba,81,20.403,242.769,96.997,200.681,127.965,50.716,6.806,746.418
2019,1,Corrientes,10,6.470,38.402,26.562,15.498,9.688,5.029,0,101.659
2019,1,Entre Ríos,18,9.217,107.013,50.068,28.957,18.146,7.619,12.142,233.180
2019,1,Formosa,1.110,3.023,23.085,5.301,9.027,2.099,1.654,0,45.299
2019,1,Jujuy,27,2.817,30.727,7.811,4.021,30,1.141,37.162,83.736
2019,1,La Pampa,236,8.327,70.538,4.466,1.061,1.354,405,698,87.085
2019,1,La Rioja,9,1.169,40.285,4.088,5.216,17,869,0,51.653
2019,1,Mendoza,20,1.786,205.383,2.837,5.702,111,140,0,215.979
2019,1,Misiones,47,5.946,45.266,25.890,19.111,16.552,5.167,7.654,125.633
2019,1,Neuquén,1.328,3.055,52.360,1.781,21.452,17.135,11.026,6.105,114.242
2019,1,Río Negro,384,1.583,84.845,2.037,13.615,9.567,5.076,3.719,120.826
2019,1,Salta,49,4.232,59.244,36.473,22.910,10.861,2.242,1,136.012
2019,1,San Juan,22,229,62.380,266,520,3,2,560,63.982
2019,1,San Luis,57,120,21.380,53.214,345,6,2,23.577,98.701
2019,1,Santa Cruz,25,128,21.990,2.731,702,26,4,0,25.606
2019,1,Santa Fe,333,29.350,296.798,122.959,153.212,74.575,36.502,18.591,732.320
2019,1,Santiago Del Estero,39,3.372,62.895,20.691,3.959,85,494,0,91.535
2019,1,Tierra Del Fuego,6,131,38.851,3.623,641,80,29,0,43.361
2019,1,Tucumán,16,5.188,82.240,42.877,26.210,847,14.839,0,172.217
2018,4,Buenos Aires,134.673,73.761,1.422.463,194.426,577.679,949.093,265.386,19.125,3.636.606
2018,4,Capital Federal,74,7.388,283.281,143.309,330.496,437.662,186.810,0,1.389.020
2018,4,Catamarca,34,1.669,17.955,6.425,5.461,29,7,2.003,33.583
2018,4,Chaco,69,3.405,36.437,25.633,18.965,12.393,6.368,0,103.270
2018,4,Chubut,66,3.917,66.061,6.215,531,623,165,1.144,78.722
2018,4,Córdoba,81,24.102,228.475,97.277,201.639,128.053,48.809,8.903,737.339
2018,4,Corrientes,10,6.438,37.376,26.562,15.498,9.688,5.029,0,100.601
2018,4,Entre Ríos,18,8.769,94.780,50.027,29.002,18.146,7.612,13.693,222.047
2018,4,Formosa,1.110,3.074,22.962,5.285,9.027,2.092,1.654,0,45.204
2018,4,Jujuy,27,2.803,30.727,7.811,4.021,30,1.141,43.573,90.133
2018,4,La Pampa,241,7.727,70.508,3.661,978,1.328,270,923,85.636
2018,4,La Rioja,9,1.164,40.285,4.088,5.216,17,869,3,51.651
2018,4,Mendoza,20,1.463,197.450,2.494,4.726,19,132,0,206.304
2018,4,Misiones,47,5.981,43.267,26.019,19.226,16.566,5.167,0,116.273
2018,4,Neuquén,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.287,114.365
2018,4,Río Negro,384,1.225,83.412,643,13.440,9.569,5.070,3.094,116.837
2018,4,Salta,49,3.659,58.492,36.365,22.910,10.861,2.242,0,134.578
2018,4,San Juan,22,1.465,59.811,180,312,1,1,606,62.398
2018,4,San Luis,57,109,19.164,53.183,119,62,2,23.635,96.331
2018,4,Santa Cruz,25,115,23.107,779,206,1,4,531,24.768
2018,4,Santa Fe,335,31.397,276.301,121.009,152.039,74.432,36.427,28.450,720.390
2018,4,Santiago Del Estero,39,3.250,61.347,20.127,3.686,77,483,326,89.335
2018,4,Tierra Del Fuego,6,27,29.919,6.323,9.894,24,67,0,46.260
2018,4,Tucumán,16,5.244,82.089,42.766,26.111,847,14.839,92,172.004
2018,3,Buenos Aires,991,80.459,1.445.733,190.805,636.090,897.964,237.248,120.464,3.609.754
2018,3,Capital Federal,73,8.493,287.919,147.253,370.677,415.020,165.055,0,1.394.490
2018,3,Catamarca,34,1.994,18.475,6.358,5.320,34,7,2.151,34.373
2018,3,Chaco,70,3.503,38.729,24.916,20.335,11.085,5.667,1.035,105.340
2018,3,Chubut,67,3.951,91.096,6.162,531,623,164,0,102.594
2018,3,Córdoba,81,24.767,224.471,96.372,221.984,109.333,39.854,6.490,723.352
2018,3,Corrientes,11,6.754,38.364,24.953,16.601,8.357,4.419,0,99.459
2018,3,Entre Ríos,18,9.048,96.095,45.651,31.353,15.111,6.786,0,204.062
2018,3,Formosa,1.110,3.365,22.624,5.259,9.336,1.729,1.434,0,44.857
2018,3,Jujuy,345,3.020,29.048,7.756,4.066,39,623,0,44.897
2018,3,La Pampa,242,8.417,68.507,3.153,920,1.189,216,698,83.342
2018,3,La Rioja,9,1.291,40.647,4.138,5.425,20,339,0,51.869
2018,3,Mendoza,20,1.525,199.297,2.476,4.727,27,129,0,208.201
2018,3,Misiones,48,5.749,39.617,24.747,21.212,14.674,4.547,0,110.594
2018,3,Neuquén,1.396,2.244,55.822,1.647,23.785,15.218,9.718,6.105,115.935
2018,3,Río Negro,409,5.221,75.929,512,14.912,8.470,4.332,3.719,113.504
2018,3,Salta,116,3.721,61.795,32.782,25.582,9.224,502,0,133.722
2018,3,San Juan,22,1.326,62.525,180,312,3,1,0,64.369
2018,3,San Luis,57,109,19.170,52.940,119,63,2,1.902,74.362
2018,3,Santa Cruz,26,116,32.815,778,206,1,3,0,33.945
2018,3,Santa Fe,467,36.786,269.211,115.907,162.545,62.479,31.266,13.911,692.572
2018,3,Santiago Del Estero,41,2.550,60.260,19.116,3.806,64,265,0,86.102
2018,3,Tierra Del Fuego,6,187,41.569,2.270,231,24,13,0,44.300
2018,3,Tucumán,16,5.993,81.559,43.282,27.062,941,12.187,0,171.040
2018,2,Buenos Aires,1.009,81.354,1.459.443,295.457,816.056,536.049,199.589,113.357,3.502.314
2018,2,Capital Federal,73,9.234,290.291,219.166,445.345,264.805,142.253,0,1.371.167
2018,2,Catamarca,34,2.414,14.624,6.112,4.347,36,6,6.500,34.073
2018,2,Chaco,70,2.968,34.167,24.282,21.887,9.251,4.630,1.035,98.290
2018,2,Chubut,67,4.471,85.598,5.369,4,5,9,5.010,100.533
2018,2,Córdoba,81,21.779,219.630,102.596,244.291,78.852,34.950,8.110,710.289
2018,2,Corrientes,11,7.047,38.268,24.066,17.926,6.780,3.862,0,97.960
2018,2,Entre Ríos,18,8.179,94.459,44.570,34.281,12.012,5.920,0,199.439
2018,2,Formosa,1.110,3.568,22.409,5.176,9.727,1.313,1.243,0,44.546
2018,2,Jujuy,345,3.320,29.319,8.083,3.977,44,7,0,45.095
2018,2,La Pampa,244,8.797,68.083,2.409,965,969,179,698,82.344
2018,2,La Rioja,9,1.384,40.679,4.198,5.640,20,15,0,51.945
2018,2,Mendoza,20,1.658,164.596,515,266,17,72,33.788,200.932
2018,2,Misiones,48,6.092,39.489,23.569,23.747,11.888,3.866,0,108.699
2018,2,Neuquén,1.396,2.408,56.035,1.314,26.417,12.442,8.551,6.105,114.668
2018,2,Río Negro,409,5.298,75.056,523,16.480,6.663,3.725,3.975,112.129
2018,2,Salta,116,3.990,61.763,33.285,28.431,7.239,182,0,135.006
2018,2,San Juan,22,1.378,57.591,11,0,3,0,5.068,64.073
2018,2,San Luis,57,101,11.992,11,0,7,2,9.284,21.454
2018,2,Santa Cruz,26,120,28.600,655,100,1,3,4.267,33.772
2018,2,Santa Fe,744,34.267,262.603,112.143,175.540,50.525,26.512,22.257,684.591
2018,2,Santiago Del Estero,41,2.717,41.362,18.721,3.278,31,31,17.589,83.770
2018,2,Tierra Del Fuego,6,188,40.912,2.217,75,0,0,107,43.505
2018,2,Tucumán,16,6.735,79.899,44.968,27.059,1.084,8.784,1.305,169.850
2018,1,Buenos Aires,1.514,74.766,1.445.752,292.732,886.678,480.237,184.203,105.818,3.471.700
2018,1,Capital Federal,89,10.039,292.566,222.737,487.826,227.953,127.384,0,1.368.594
2018,1,Catamarca,34,2.896,14.770,6.145,3.539,41,4,6.500,33.929
2018,1,Chaco,70,3.261,32.516,24.488,23.296,8.219,3.897,1.035,96.782
2018,1,Chubut,67,4.314,83.161,5.358,4,5,9,5.010,97.928
2018,1,Córdoba,281,23.922,222.815,104.300,266.259,57.137,29.228,10.049,713.991
2018,1,Corrientes,11,5.005,37.152,24.038,19.068,5.890,3.256,0,94.420
2018,1,Entre Ríos,18,8.861,90.080,45.599,37.401,9.818,5.071,0,196.848
2018,1,Formosa,1.110,3.803,10.092,5.117,10.061,1.091,1.046,0,32.320
2018,1,Jujuy,345,4.807,27.219,8.044,3.925,49,4,0,44.393
2018,1,La Pampa,245,8.119,67.104,1.616,1.076,614,98,3.503,82.375
2018,1,La Rioja,9,1.485,40.680,4.217,5.831,19,1,0,52.242
2018,1,Mendoza,20,1.662,164.599,501,266,19,72,33.788,200.927
2018,1,Misiones,48,4.700,35.820,23.291,26.223,10.241,3.219,0,103.542
2018,1,Neuquén,1.396,2.367,59.468,1.311,29.012,9.709,7.378,6.105,116.746
2018,1,Río Negro,409,5.333,74.894,530,17.997,4.972,3.129,3.975,111.239
2018,1,Salta,116,4.459,60.334,33.088,30.771,5.145,88,0,134.001
2018,1,San Juan,22,1.058,57.078,11,0,3,0,5.068,63.240
2018,1,San Luis,57,101,11.920,11,0,7,2,9.284,21.382
2018,1,Santa Cruz,26,120,28.600,655,100,1,3,4.267,33.772
2018,1,Santa Fe,1.359,33.639,262.008,108.576,188.900,39.589,22.801,23.181,680.053
2018,1,Santiago Del Estero,41,2.910,41.298,18.914,3.449,33,2,17.589,84.236
2018,1,Tierra Del Fuego,6,307,33.987,2,0,0,0,107,34.409
2018,1,Tucumán,16,7.472,78.811,45.675,26.405,1.218,7.082,1.305,167.984
2017,4,Buenos Aires,3.865,55.046,1.551.194,264.645,712.513,335.140,151.747,114.182,3.188.332
2017,4,Capital Federal,314,31.411,517.018,284.040,458.120,178.396,114.939,0,1.584.238
2017,4,Catamarca,34,3.182,15.315,5.904,2.927,43,2,2.151,29.558
2017,4,Chaco,70,3.432,37.144,24.088,20.123,7.290,3.289,1.035,96.471
2017,4,Chubut,67,4.313,83.676,5.355,7,5,9,0,93.432
2017,4,Córdoba,291,25.411,280.837,102.892,217.602,40.898,24.251,8.429,700.611
2017,4,Corrientes,11,5.220,41.080,23.686,16.046,5.053,2.675,0,93.771
2017,4,Entre Ríos,1.685,9.078,95.466,45.189,30.010,7.958,4.113,0,193.499
2017,4,Formosa,1.110,4.061,13.220,4.867,6.996,977,824,0,32.055
2017,4,Jujuy,345,5.364,26.566,7.721,3.507,44,3,0,43.550
2017,4,La Pampa,310,8.729,66.053,1.227,792,391,81,3.503,81.086
2017,4,La Rioja,9,1.488,40.777,4.083,5.813,22,3,0,52.195
2017,4,Mendoza,26,1.656,177.646,438,278,29,81,0,180.154
2017,4,Misiones,1.053,3.900,41.723,23.131,22.262,9.091,2.735,0,103.895
2017,4,Neuquén,1.396,2.372,68.036,1.325,22.781,7.528,6.300,6.105,115.843
2017,4,Río Negro,409,5.598,81.078,485,12.502,3.447,2.440,3.719,109.678
2017,4,Salta,636,4.275,73.284,32.842,18.968,3.559,84,0,133.648
2017,4,San Juan,22,1.062,57.525,9,0,2,2,0,58.622
2017,4,San Luis,59,101,12.822,8,0,1,7,1.902,14.900
2017,4,Santa Cruz,68,78,29.073,655,100,1,3,0,29.978
2017,4,Santa Fe,3.109,34.132,309.998,108.939,151.329,30.736,19.602,14.119,671.964
2017,4,Santiago Del Estero,41,3.091,43.544,18.773,3.359,32,2,0,68.842
2017,4,Tierra Del Fuego,6,310,31.334,2,0,0,0,0,31.652
2017,4,Tucumán,105,8.164,78.750,45.241,24.318,1.303,4.367,0,162.248
2017,3,Buenos Aires,6.577,51.411,1.733.479,311.652,676.137,140.812,108.400,0,3.028.468
2017,3,Capital Federal,283,33.924,590.689,311.411,426.300,120.675,91.917,0,1.575.199
2017,3,Catamarca,52,3.204,15.383,5.758,2.563,50,1,0,27.011
2017,3,Chaco,95,3.496,40.059,23.008,20.307,3.827,2.004,0,92.796
2017,3,Chubut,436,3.989,71.843,2.336,3,0,0,0,78.607
2017,3,Córdoba,327,26.154,309.161,100.113,189.302,38.131,16.741,0,679.929
2017,3,Corrientes,24,5.629,44.305,22.785,15.576,2.635,1.607,0,92.561
2017,3,Entre Ríos,1.691,7.545,98.032,42.947,29.011,3.878,2.397,0,185.501
2017,3,Formosa,1.063,3.716,13.752,5.187,6.056,899,459,0,31.132
2017,3,Jujuy,337,5.723,26.835,7.369,2.962,41,2,0,43.269
2017,3,La Pampa,343,8.244,64.794,855,588,327,51,0,75.202
2017,3,La Rioja,16,1.497,40.882,3.899,5.604,23,3,0,51.924
2017,3,Mendoza,32,95,158.461,115,67,29,19,0,158.818
2017,3,Misiones,1.058,4.123,42.900,22.808,23.913,3.843,1.881,0,100.526
2017,3,Neuquén,2.036,1.457,72.532,1.034,20.213,7.067,4.937,0,109.276
2017,3,Río Negro,422,5.641,83.900,306,10.116,2.965,1.659,0,105.009
2017,3,Salta,645,4.494,78.830,32.433,14.620,2.315,63,0,133.400
2017,3,San Juan,31,1.077,57.582,1,0,2,2,0,58.695
2017,3,San Luis,63,3,12.325,7,0,1,7,0,12.406
2017,3,Santa Cruz,188,23,29.102,542,66,33,1,0,29.955
2017,3,Santa Fe,3.116,34.019,320.017,104.453,125.339,24.536,12.982,0,624.462
2017,3,Santiago Del Estero,69,3.288,40.435,18.489,3.047,30,2,0,65.360
2017,3,Tierra Del Fuego,9,297,33.858,0,0,0,0,0,34.164
2017,3,Tucumán,109,8.948,83.070,45.302,20.514,1.361,655,0,159.959
2017,2,Buenos Aires,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,0,2.976.720
2017,2,Capital Federal,556,35.663,726.223,304.970,378.571,80.234,37.977,0,1.564.194
2017,2,Catamarca,15,3.318,15.655,5.325,2.342,47,1,0,26.703
2017,2,Chaco,191,3.733,42.590,22.349,18.044,3.157,545,0,90.609
2017,2,Chubut,403,4.186,73.760,1.880,0,0,0,0,80.229
2017,2,Córdoba,251,26.862,370.865,88.479,146.683,20.351,5.069,0,658.560
2017,2,Corrientes,15,5.912,46.483,21.776,13.043,2.218,647,0,90.094
2017,2,Entre Ríos,1.680,7.944,104.422,41.800,23.524,2.604,823,0,182.797
2017,2,Formosa,1.486,3.419,14.787,4.795,4.583,749,139,0,29.958
2017,2,Jujuy,311,5.877,26.915,6.974,2.538,42,1,0,42.658
2017,2,La Pampa,356,8.633,59.045,558,336,244,21,0,69.193
2017,2,La Rioja,9,1.554,9.304,3.599,1.796,24,2,0,16.288
2017,2,Mendoza,109,24,177.203,92,50,5,22,0,177.505
2017,2,Misiones,1.011,4.447,47.244,22.033,21.599,2.892,570,0,99.796
2017,2,Neuquén,1.542,1.395,81.272,849,18.051,4.774,1.703,0,109.586
2017,2,Río Negro,973,5.606,88.085,245,7.990,1.921,559,0,105.379
2017,2,Salta,594,4.719,67.576,23.185,11.333,1.068,76,0,108.551
2017,2,San Juan,15,193,58.588,0,0,0,4,0,58.800
2017,2,San Luis,8,4,14.014,0,0,1,2,0,14.029
2017,2,Santa Cruz,188,24,30.913,541,66,33,0,0,31.765
2017,2,Santa Fe,4.967,38.721,311.830,92.854,97.563,16.794,4.275,0,567.004
2017,2,Santiago Del Estero,26,3.539,20.384,6.432,2.802,16,0,0,33.199
2017,2,Tierra Del Fuego,16,285,35.409,0,0,0,0,0,35.710
2017,2,Tucumán,96,9.236,83.342,42.536,17.788,1.371,21,0,154.390
2017,1,Buenos Aires,6.017,83.918,2.057.698,402.315,523.540,90.937,22.299,0,3.186.724
2017,1,Capital Federal,510,1.409,678.922,218.487,277.195,66.536,19.881,0,1.262.940
2017,1,Catamarca,15,3.328,15.861,4.901,2.161,49,0,0,26.315
2017,1,Chaco,191,3.835,44.544,21.467,15.671,3.025,314,0,89.047
2017,1,Chubut,401,4.182,73.759,1.808,0,0,0,0,80.150
2017,1,Córdoba,50,28.732,391.556,82.011,118.643,19.035,2.071,0,642.098
2017,1,Corrientes,15,6.040,48.149,20.586,11.468,2.044,303,0,88.605
2017,1,Entre Ríos,1.680,8.080,108.379,39.146,20.562,2.254,317,0,180.418
2017,1,Formosa,1.535,3.538,15.473,4.446,4.058,635,22,0,29.707
2017,1,Jujuy,330,6.213,27.824,6.486,2.306,44,0,0,43.203
2017,1,La Pampa,362,9.279,57.739,331,192,165,11,0,68.079
2017,1,La Rioja,9,1.578,9.486,3.409,1.718,22,2,0,16.224
2017,1,Mendoza,106,15,177.201,86,50,5,22,0,177.485
2017,1,Misiones,1.010,4.665,45.950,23.847,19.356,2.627,166,0,97.621
2017,1,Neuquén,1.547,1.418,83.813,902,15.130,4.223,458,0,107.491
2017,1,Río Negro,986,5.647,89.622,246,6.738,1.594,200,0,105.033
2017,1,Salta,579,4.861,70.922,21.554,9.386,267,74,0,107.643
2017,1,San Juan,8,192,58.588,0,0,0,4,0,58.792
2017,1,San Luis,8,4,14.014,0,0,1,2,0,14.029
2017,1,Santa Cruz,190,23,31.078,474,68,30,0,0,31.863
2017,1,Santa Fe,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0,562.613
2017,1,Santiago Del Estero,26,3.772,21.659,6.218,2.786,17,0,0,34.478
2017,1,Tierra Del Fuego,16,285,35.409,0,0,0,0,0,35.710
2017,1,Tucumán,96,9.682,86.470,39.155,15.951,1.383,13,0,152.750
2016,4,Buenos Aires,6.055,86.281,2.085.605,403.575,467.398,72.348,17.279,0,3.138.541
2016,4,Capital Federal,517,1.477,704.324,225.723,264.582,53.506,16.756,0,1.266.885
2016,4,Catamarca,15,3.478,16.519,4.889,2.077,54,0,0,27.032
2016,4,Chaco,191,3.983,45.634,21.323,14.887,2.586,250,0,88.854
2016,4,Chubut,401,4.493,73.951,1.352,0,0,0,0,80.197
2016,4,Córdoba,50,29.380,404.645,77.966,108.368,15.458,1.606,0,637.473
2016,4,Corrientes,15,6.109,48.995,20.187,10.908,1.645,234,0,88.093
2016,4,Entre Ríos,1.680,8.253,110.296,38.491,19.509,1.801,280,0,180.310
2016,4,Formosa,1.573,3.519,15.791,4.114,3.855,649,17,0,29.518
2016,4,Jujuy,303,6.225,27.778,6.143,2.134,43,0,0,42.626
2016,4,La Pampa,368,9.789,56.694,16,335,132,11,0,67.345
2016,4,La Rioja,9,1.646,9.635,3.334,1.675,13,3,0,16.315
2016,4,Mendoza,114,16,177.194,79,49,5,20,0,177.477
2016,4,Misiones,1.010,4.783,47.454,23.433,18.371,2.215,126,0,97.392
2016,4,Neuquén,1.539,1.406,84.859,792,14.153,3.073,271,0,106.093
2016,4,Río Negro,998,2.953,92.967,248,6.317,1.174,122,0,104.779
2016,4,Salta,577,5.027,71.636,20.787,8.611,239,70,0,106.947
2016,4,San Juan,8,220,58.608,0,0,0,4,0,58.840
2016,4,San Luis,8,4,14.014,0,0,1,2,0,14.029
2016,4,Santa Cruz,189,23,31.369,342,80,10,0,0,32.013
2016,4,Santa Fe,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0,561.542
2016,4,Santiago Del Estero,26,3.925,22.246,6.178,2.664,15,0,0,35.054
2016,4,Tierra Del Fuego,16,285,35.409,0,0,0,0,0,35.710
2016,4,Tucumán,96,10.021,87.994,37.721,14.389,1.400,10,0,151.631
2016,3,Buenos Aires,5.856,107.945,2.148.475,393.530,399.116,52.900,13.318,0,3.121.140
2016,3,Capital Federal,331,995,759.028,208.249,240.856,38.341,13.886,0,1.261.686
2016,3,Catamarca,15,4.038,16.183,4.845,1.853,50,0,0,26.984
2016,3,Chaco,190,5.227,46.821,21.193,13.746,2.022,217,0,89.416
2016,3,Chubut,466,5.190,74.375,674,0,0,0,0,80.705
2016,3,Córdoba,48,41.329,415.075,75.988,99.225,11.691,1.322,0,644.678
2016,3,Corrientes,15,7.425,49.471,19.956,10.006,1.263,210,0,88.346
2016,3,Entre Ríos,1.768,10.657,110.844,38.665,17.737,1.307,248,0,181.226
2016,3,Formosa,1.723,4.277,15.581,3.964,3.658,648,10,0,29.861
2016,3,Jujuy,286,6.878,27.425,5.943,1.978,31,0,0,42.541
2016,3,La Pampa,374,10.187,55.792,15,224,114,11,0,66.717
2016,3,La Rioja,9,2.349,9.686,3.316,1.562,11,2,0,16.935
2016,3,Mendoza,37,10,178.186,73,48,5,17,0,178.376
2016,3,Misiones,1.010,6.030,48.871,23.394,17.043,1.559,91,0,97.998
2016,3,Neuquén,1.531,1.527,87.404,680,12.541,2.118,225,0,106.026
2016,3,Río Negro,1.007,6.026,90.689,207,5.953,790,99,0,104.771
2016,3,Salta,1.107,6.922,71.214,20.229,8.099,197,50,0,107.818
2016,3,San Juan,8,245,58.577,0,0,0,2,0,58.832
2016,3,San Luis,7,4,14.077,0,0,1,2,0,14.091
2016,3,Santa Cruz,189,22,31.904,221,52,9,0,0,32.397
2016,3,Santa Fe,3.958,49.501,360.606,72.657,69.864,10.210,1.308,0,568.104
2016,3,Santiago Del Estero,26,5.097,22.747,6.216,2.497,9,0,0,36.592
2016,3,Tierra Del Fuego,16,285,35.080,0,0,0,0,0,35.381
2016,3,Tucumán,127,12.247,87.970,36.518,13.150,1.288,4,0,151.304
2016,2,Buenos Aires,10.786,133.385,2.250.898,335.296,334.723,31.494,11.933,0,3.108.515
2016,2,Capital Federal,4.352,1.736,859.039,146.091,213.010,19.597,13.477,0,1.257.302
2016,2,Catamarca,15,5.736,14.742,4.567,1.496,47,1,0,26.604
2016,2,Chaco,197,8.063,45.823,20.346,12.090,1.571,201,0,88.291
2016,2,Chubut,572,5.421,73.078,775,0,0,0,0,79.846
2016,2,Córdoba,258,57.050,437.547,71.980,82.618,8.355,1.242,0,659.050
2016,2,Corrientes,41,10.018,47.916,19.200,8.851,803,191,0,87.020
2016,2,Entre Ríos,4.734,16.368,115.000,36.917,15.522,849,205,0,189.595
2016,2,Formosa,1.675,5.401,14.370,3.569,3.218,593,10,0,28.836
2016,2,Jujuy,2.561,8.292,25.301,5.589,1.750,3,0,0,43.496
2016,2,La Pampa,429,10.616,63.928,15,119,96,11,0,75.214
2016,2,La Rioja,10,3.151,9.043,3.190,1.344,3,5,0,16.746
2016,2,Mendoza,437,30,176.922,61,44,5,20,0,177.519
2016,2,Misiones,1.973,7.899,49.586,21.385,14.820,1.073,96,0,96.832
2016,2,Neuquén,1.916,1.691,88.854,583,10.241,1.285,208,0,104.778
2016,2,Río Negro,1.189,6.107,92.158,194,4.877,520,86,0,105.131
2016,2,Salta,2.160,10.123,70.875,18.759,7.129,140,49,0,109.235
2016,2,San Juan,10,273,57.589,0,0,0,4,0,57.876
2016,2,San Luis,12,4,13.931,0,0,1,2,0,13.950
2016,2,Santa Cruz,244,26,31.995,142,20,0,0,0,32.427
2016,2,Santa Fe,9.486,67.325,374.960,68.505,60.469,6.509,1.277,0,588.531
2016,2,Santiago Del Estero,704,6.705,22.208,5.943,2.108,1,0,0,37.669
2016,2,Tierra Del Fuego,16,286,38.773,0,0,0,0,0,39.075
2016,2,Tucumán,231,18.515,83.945,33.891,11.310,1.032,2,0,148.926
2016,1,Buenos Aires,7.351,97.880,2.214.760,289.929,247.372,8.315,9.529,0,2.875.136
2016,1,Capital Federal,2.310,43.686,869.048,178.665,192.644,6.577,10.838,0,1.303.768
2016,1,Catamarca,15,6.102,14.653,4.241,1.334,42,1,0,26.388
2016,1,Chaco,194,8.755,46.304,19.388,10.587,1.238,184,0,86.650
2016,1,Chubut,94,5.095,72.396,1.066,0,0,0,0,78.651
